Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Bukman, A.J., Duijzer, G., Haveman-Nies, A., Jansen, S.C., ter Beek, J., Hiddink, G.J., Feskens, E.J.M.","47861022400; 55090153200; 6603499840; 55090881100; 55087083700; 6603938971; 7005435520","Is the success of the SLIMMER diabetes prevention intervention modified by socioeconomic status? A randomised controlled trial",2017,"Diabetes Research and Clinical Practice",129,"",,160,168,,,10.1016/j.diabres.2017.05.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019885171&partnerID=40&md5=1143a53c372a96092fb0bf75876a14fd",Article,Final,,Scopus,2-s2.0-85019885171
"Pérez-De-Heredia-Torres, M., Huertas-Hoyas, E., Martínez-Piédrola, R., Palacios-Ceña, D., Alegre-Ayala, J., Santamaría-Vázquez, M., Fernández-De-Las-Peñas, C.","6506637873; 55823168500; 23094639100; 18434447700; 55537048000; 57140822700; 8606836600","Balance deficiencies in women with fibromyalgia assessed using computerised dynamic posturography: A cross-sectional study in Spain",2017,"BMJ Open",7,"7", e016239,,,,4,10.1136/bmjopen-2017-016239,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026749594&partnerID=40&md5=2e08ff4dedd9a9a6f69849b4029424d8",Article,Final,Open Access,Scopus,2-s2.0-85026749594
"Hewett, T.E., Ford, K.R., Xu, Y.Y., Khoury, J., Myer, G.D.","7005201943; 7102539333; 35332961800; 35427121300; 6701852696","Effectiveness of Neuromuscular Training Based on the Neuromuscular Risk Profile",2017,"American Journal of Sports Medicine",45,"9",,2142,2147,,14,10.1177/0363546517700128,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85025071995&partnerID=40&md5=f89b25fc3725924659d109a060d9648a",Article,Final,,Scopus,2-s2.0-85025071995
"Nazarpour, S., Simbar, M., Ramezani Tehrani, F., Alavi Majd, H.","57192818536; 6506114469; 12804469900; 6504056869","Effects of Sex Education and Kegel Exercises on the Sexual Function of Postmenopausal Women: A Randomized Clinical Trial",2017,"Journal of Sexual Medicine",14,"7",,959,967,,3,10.1016/j.jsxm.2017.05.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020481677&partnerID=40&md5=91385105b229e5f7891bef9212a7cd51",Article,Final,,Scopus,2-s2.0-85020481677
"Egede, L.E., Williams, J.S., Voronca, D.C., Gebregziabher, M., Lynch, C.P.","7003982221; 56612516700; 55857651800; 6504421196; 35316103400","Telephone-Delivered Behavioral Skills Intervention for African American Adults with Type 2 Diabetes: A Randomized Controlled Trial",2017,"Journal of General Internal Medicine",32,"7",,775,782,,3,10.1007/s11606-017-4023-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015820927&partnerID=40&md5=ab5a81b4417044871df39e8661b19d0a",Article,Final,Open Access,Scopus,2-s2.0-85015820927
"Gold, C., Saarikallio, S., Crooke, A.H.D., McFerran, K.S.","8062083300; 25621756900; 54408306200; 55929320800","Group Music Therapy as a Preventive Intervention for Young People at Risk: Cluster-Randomized Trial",2017,"Journal of Music Therapy",54,"2",,133,160,,10,10.1093/jmt/thx002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029186366&partnerID=40&md5=9911f233842e5736c2984de7b7642e42",Article,Final,,Scopus,2-s2.0-85029186366
"Graham, B.S.","8221099400","An Econometric Model of Network Formation With Degree Heterogeneity",2017,"Econometrica",85,"4",,1033,1063,,16,10.3982/ECTA12679,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85025632355&partnerID=40&md5=146c33ab1233fb7840311c522d12042d",Article,Final,Open Access,Scopus,2-s2.0-85025632355
"Murata, Y., Uchida, S., Utsunomiya, H., Hatakeyama, A., Nakamura, E., Sakai, A.","57194777665; 7402134306; 55488428200; 56668542300; 8753814500; 55446365000","A Comparison of Clinical Outcome between Athletes and Nonathletes Undergoing Hip Arthroscopy for Femoroacetabular Impingement",2017,"Clinical Journal of Sport Medicine",27,"4",,349,356,,10,10.1097/JSM.0000000000000367,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85022037049&partnerID=40&md5=ba063f54b7bb6ddfa26d10f27d44a527",Article,Final,,Scopus,2-s2.0-85022037049
"Castelain, S., Descamps, V., Brochot, E., Helle, F., Duverlie, G., Nguyen-Khac, E., François, C.","6603651184; 7005308848; 16229596100; 23976213800; 7004732470; 6602622044; 7103331976","High association of T1858-G1896 precore mutations with impaired base pairing and high hepatitis B virus DNA levels in HBeAg-negative chronically infected patients",2017,"Archives of Virology",162,"7",,1913,1920,,2,10.1007/s00705-017-3312-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015063825&partnerID=40&md5=1fd81e665af26ff81ac207121d2d40c0",Article,Final,,Scopus,2-s2.0-85015063825
"Lobban, F., Robinson, H., Appelbe, D., Barraclough, J., Bedson, E., Collinge, L., Dodd, S., Flowers, S., Honary, M., Johnson, S., Mateus, C., Mezes, B., Minns, V., Murray, E., Walker, A., Williamson, P., Wintermeyer, C., Jones, S.","6506642330; 57210018732; 56685037400; 24398538000; 23491521600; 57195052057; 35500901600; 57195051944; 55339289700; 7406331085; 36981803100; 57195053359; 57195060633; 7202670002; 57191498261; 55559027000; 57195052741; 55330903800","Protocol for an online randomised controlled trial to evaluate the clinical and cost-effectiveness of a peer-supported self-management intervention for relatives of people with psychosis or bipolar disorder: Relatives Education And Coping Toolkit (REACT)",2017,"BMJ Open",7,"7", 016965,,,,6,10.1136/bmjopen-2017-016965,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85025108766&partnerID=40&md5=c2f90eb4b17b2fb1257cf6b18a7009ae",Article,Final,Open Access,Scopus,2-s2.0-85025108766
"Samuelsson, M., Holsti, A., Adamsson, M., Serenius, F., Hägglöf, B., Farooqi, A.","57194694821; 57190177410; 57188663349; 7004579733; 57204151516; 7005717058","Behavioral patterns in adolescents born at 23 to 25 weeks of gestation",2017,"Pediatrics",140,"1", e20170199,,,,5,10.1542/peds.2017-0199,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021738974&partnerID=40&md5=a0c9dcc1b693a3e7c0be3235b4e373c8",Article,Final,Open Access,Scopus,2-s2.0-85021738974
"Maki, K.C., Palacios, O.M., Lindner, E., Nieman, K.M., Bell, M., Sorce, J.","7202670643; 57191347179; 57194703810; 9434609800; 57195249871; 57194704883","Replacement of refined starches and added sugars with egg protein and unsaturated fats increases insulin sensitivity and lowers triglycerides in overweight or obese adults with elevated triglycerides",2017,"Journal of Nutrition",147,"7",,1267,1274,,6,10.3945/jn.117.248641,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021696056&partnerID=40&md5=9211abd48191f0972e6ba974f2c2814d",Article,Final,Open Access,Scopus,2-s2.0-85021696056
"Mailhot, T., Cossette, S., Côté, J., Bourbonnais, A., Côté, M.-C., Lamarche, Y., Denault, A.","53364049100; 6602129737; 7101909043; 24723415800; 56293525300; 6602737647; 7004171380","A post cardiac surgery intervention to manage delirium involving families: a randomized pilot study",2017,"Nursing in Critical Care",22,"4",,221,228,,4,10.1111/nicc.12288,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017352451&partnerID=40&md5=9d7976bb1cd02ea32d684e761e62fb86",Article,Final,,Scopus,2-s2.0-85017352451
"Milbury, K., Kavanagh, A., Meng, Z., Chen, Z., Chandwani, K.D., Garcia, K., Perkins, G.H., McQuade, J., Raghuram, N.V., Nagarathna, R., Liao, Z., Nagendra, H.R., Chen, J., Guo, X., Liu, L., Arun, B., Cohen, L.","45661699600; 57188735237; 7201894708; 51460969600; 6504483618; 15845407400; 7103001742; 15821126500; 24537345400; 6602471579; 7203032871; 7004289211; 36981183000; 55568109800; 6508341066; 6603689664; 7403928722","Depressive symptoms and positive affect in Chinese and United States breast cancer survivors: a cross-cultural comparison",2017,"Supportive Care in Cancer",25,"7",,2103,2109,,3,10.1007/s00520-017-3612-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013642138&partnerID=40&md5=c84f38a877593010147220cc715f7fd0",Article,Final,,Scopus,2-s2.0-85013642138
"Maeder, A.B., Vonderheid, S.C., Park, C.G., Bell, A.F., McFarlin, B.L., Vincent, C., Carter, C.S.","57194724124; 6602965001; 12778736400; 16177339000; 6701787019; 16025972600; 57198467222","Titration of Intravenous Oxytocin Infusion for Postdates Induction of Labor Across Body Mass Index Groups",2017,"JOGNN - Journal of Obstetric, Gynecologic, and Neonatal Nursing",46,"4",,494,507,,3,10.1016/j.jogn.2017.02.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021814918&partnerID=40&md5=f27ce7970528b7c28f0ce8deb0bfd618",Article,Final,,Scopus,2-s2.0-85021814918
"Van De Wal, M., Thewes, B., Gielissen, M., Speckens, A., Prins, J.","55803246600; 55917466100; 15052842600; 6701741825; 7102303486","Efficacy of blended cognitive behavior therapy for high fear of recurrence in breast, prostate, and colorectal cancer survivors: The SWORD study, a randomized controlled trial",2017,"Journal of Clinical Oncology",35,"19",,2173,2183,,47,10.1200/JCO.2016.70.5301,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021649029&partnerID=40&md5=e0e85b204c31a0d190b7c616ba7141ed",Article,Final,,Scopus,2-s2.0-85021649029
"Toh, W.L., Castle, D.J., Rossell, S.L.","36969518400; 16149153500; 6603707437","Face and Object Perception in Body Dysmorphic Disorder versus Obsessive-Compulsive Disorder: The Mooney Faces Task",2017,"Journal of the International Neuropsychological Society",23,"6",,471,480,,3,10.1017/S1355617717000327,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021132603&partnerID=40&md5=ee35e8ae5732934984cc5432726482ba",Article,Final,,Scopus,2-s2.0-85021132603
"Sockalingam, S., Hawa, R., Wnuk, S., Santiago, V., Kowgier, M., Jackson, T., Okrainec, A., Cassin, S.","9045376800; 6506109851; 50562405100; 57117604500; 16052537200; 7401595231; 6508182372; 8625366600","Psychosocial predictors of quality of life and weight loss two years after bariatric surgery: Results from the Toronto Bari-PSYCH study",2017,"General Hospital Psychiatry",47,"",,7,13,,11,10.1016/j.genhosppsych.2017.04.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018654819&partnerID=40&md5=274262116130bfccb2b97395f7c8617d",Article,Final,,Scopus,2-s2.0-85018654819
"Milligan, N.D., Radersma, R., Cole, E.F., Sheldon, B.C.","23486107200; 25823381200; 36695955200; 35481336500","To graze or gorge: consistency and flexibility of individual foraging tactics in tits",2017,"Journal of Animal Ecology",86,"4",,826,836,,4,10.1111/1365-2656.12651,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018239458&partnerID=40&md5=23820001a2dcd0dad5e564e01a10b597",Article,Final,,Scopus,2-s2.0-85018239458
"Dworkin, E.R., Mota, N.P., Vinci, C., Schumacher, J.A., Coffey, S.F.","27267522500; 23110911900; 57208892212; 7201769720; 7005892054","The Unique Associations of Sexual Assault and Intimate Partner Violence with PTSD Symptom Clusters in a Traumatized Substance-Abusing Sample",2017,"Psychological Trauma: Theory, Research, Practice, and Policy",9,"4",,500,508,,5,10.1037/tra0000212,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84991059225&partnerID=40&md5=0c15493ab933df5e2d5cc0f8d4a23074",Article,Final,,Scopus,2-s2.0-84991059225
"Vadiraja, H.S., Rao, R.M., Nagarathna, R., Nagendra, H.R., Patil, S., Diwakar, R.B., Shashidhara, H.P., Gopinath, K.S., Ajaikumar, B.S.","6507462434; 23567106400; 6602471579; 7004289211; 57192191045; 25224625900; 57038832100; 35857970300; 6507967856","Effects of yoga in managing fatigue in breast cancer patients: A randomized controlled trial",2017,"Indian Journal of Palliative Care",23,"3",,247,252,,6,10.4103/IJPC.IJPC_95_17,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026250079&partnerID=40&md5=5534f77b6cb788a1ac47accbf21ea3e8",Article,Final,Open Access,Scopus,2-s2.0-85026250079
"MacAulay, R.K., Wagner, M.T., Szeles, D., Milano, N.J.","55680941100; 36653327800; 57193920442; 56060762200","Improving Sensitivity to Detect Mild Cognitive Impairment: Cognitive Load Dual-Task Gait Speed Assessment",2017,"Journal of the International Neuropsychological Society",23,"6",,493,501,,7,10.1017/S1355617717000261,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017523639&partnerID=40&md5=fa457bc1b4601dcec16bc76f15c926a6",Article,Final,,Scopus,2-s2.0-85017523639
"Lin, C.-H., Wang, F.-C., Lin, S.-C., Huang, Y.-H., Chen, C.-C.","56440331900; 55735851600; 57209900912; 55762858900; 34871466500","A randomized, double-blind, comparison of the efficacy and safety of low-dose olanzapine plus low-dose trifluoperazine versus full-dose olanzapine in the acute treatment of schizophrenia",2017,"Schizophrenia Research",185,"",,80,87,,2,10.1016/j.schres.2017.01.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009765443&partnerID=40&md5=02650b3ec4bebedad88dd12b40e451ae",Article,Final,,Scopus,2-s2.0-85009765443
"Zimmermann, N., Goulart Corrêa, D., Tukamoto, G., Netto, T., Batista Pereira, D., Paz Fonseca, R., Gasparetto, E.L.","36571046000; 57192153769; 56119194600; 36572279700; 57192167190; 24503189700; 6701663838","Brain morphology and cortical thickness variations in systemic lupus erythematosus patients: Differences among neurological, psychiatric, and nonneuropsychiatric manifestations",2017,"Journal of Magnetic Resonance Imaging",46,"1",,150,158,,2,10.1002/jmri.25538,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84998679664&partnerID=40&md5=efe4c220c2eaaf79bc072144517a548f",Article,Final,,Scopus,2-s2.0-84998679664
"Srean, P., Almeida, D., Rubio-Gracia, F., Luo, Y., García-Berthou, E.","56345918000; 24175799300; 57189006228; 56139497600; 57191914810","Effects of size and sex on swimming performance and metabolism of invasive mosquitofish Gambusia holbrooki",2017,"Ecology of Freshwater Fish",26,"3",,424,433,,5,10.1111/eff.12286,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964661200&partnerID=40&md5=2b83c5b6d4a37fbc2c564b34d2a19e64",Article,Final,,Scopus,2-s2.0-84964661200
"Yong, A.S.C., Javadzadegan, A., Fearon, W.F., Moshfegh, A., Lau, J.K., Nicholls, S., Ng, M.K.C., Kritharides, L.","25937028400; 25641401200; 7003425177; 25653159200; 37052359700; 7007131964; 57203054363; 57190081795","The relationship between coronary artery distensibility and fractional flow reserve",2017,"PLoS ONE",12,"7", e0181824,,,,6,10.1371/journal.pone.0181824,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85025710927&partnerID=40&md5=63386155efd3a8467aae2cacf16297d9",Article,Final,Open Access,Scopus,2-s2.0-85025710927
"Ali, S., Alea, N.","55846778400; 6506166654","Does Who i Am or How i Regulate Matter? Consequences of Manipulation of Emotion Regulation Strategies",2017,"International Journal of Aging and Human Development",85,"2",,135,163,,,10.1177/0091415016682252,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019592198&partnerID=40&md5=bb048bc6a2e1210bf62303eadff81916",Article,Final,,Scopus,2-s2.0-85019592198
"Liu, Y.-H., Wacholder, N.","26662786100; 16029836300","Evaluating the impact of MeSH (Medical Subject Headings) terms on different types of searchers",2017,"Information Processing and Management",53,"4",,851,870,,8,10.1016/j.ipm.2017.03.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016737639&partnerID=40&md5=ff3442bf90a45e183e4e279a1641d369",Article,Final,,Scopus,2-s2.0-85016737639
"Gepner, Y., Hoffman, J.R., Shemesh, E., Stout, J.R., Church, D.D., Varanoske, A.N., Zelicha, H., Shelef, I., Chen, Y., Frankel, H., Ostfeld, I.","53877387500; 55958963800; 54968005400; 7201718425; 56562547600; 56893827900; 57190945685; 6602149380; 57191371452; 7101916447; 8445365800","Combined effect of Bacillus coagulans GBI-30, 6086 and HMB supplementation on muscle integrity and cytokine response during intense military training",2017,"Journal of Applied Physiology",123,"1",,11,18,,5,10.1152/japplphysiol.01116.2016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021903365&partnerID=40&md5=94257e95666edefe4e4a3f562ce9e4cd",Article,Final,,Scopus,2-s2.0-85021903365
"Tchouaket, E., Dubois, C.-A., D'Amour, D.","54941314400; 8083720700; 6603588173","The economic burden of nurse-sensitive adverse events in 22 medical-surgical units: retrospective and matching analysis",2017,"Journal of Advanced Nursing",73,"7",,1696,1711,,3,10.1111/jan.13260,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013271866&partnerID=40&md5=d60a4712dbe255b0e09b86165bac8967",Article,Final,,Scopus,2-s2.0-85013271866
"Niinimäki, S., Narra, N., Härkönen, L., Abe, S., Nikander, R., Hyttinen, J., Knüsel, C., Sievänen, H.","37662123400; 23976753600; 25721995200; 56849819400; 8299715300; 35515938800; 6602347979; 7005525254","The relationship between loading history and proximal femoral diaphysis cross-sectional geometry",2017,"American Journal of Human Biology",29,"4", e22965,,,,9,10.1002/ajhb.22965,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85012016858&partnerID=40&md5=3865f6086794ca548bcb762cc4cbc58d",Article,Final,,Scopus,2-s2.0-85012016858
"Cyr, H., Collier, K.J., Clearwater, S.J., Hicks, B.J., Stewart, S.D.","7004090650; 7005179057; 6701423622; 7103009068; 57192706545","Feeding and nutrient excretion of the New Zealand freshwater mussel Echyridella menziesii (Hyriidae, Unionida): implications for nearshore nutrient budgets in lakes and reservoirs",2017,"Aquatic Sciences",79,"3",,557,571,,7,10.1007/s00027-016-0517-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85007471030&partnerID=40&md5=1eca00e9059d2ab552d64e175feb4014",Article,Final,,Scopus,2-s2.0-85007471030
